As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Alligator,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Barkly,3
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Daly,5
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,East Arnhem,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Elsey,7
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Gulf,8
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Petermann - Simpson,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Sandover - Plenty,4
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Tanami,3
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Thamarrurr,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Tiwi Islands,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Victoria River,7
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,West Arnhem,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Yuendumu - Anmatjere,5
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,11
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Tennant Creek,-,27
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Alice Springs,-,34
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,57
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Katherine,-,24
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Nhulunbuy,-,4
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Alligator,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Barkly,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Elsey,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Gulf,3
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Petermann - Simpson,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Sandover - Plenty,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Tanami,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Thamarrurr,3
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Tiwi Islands,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Victoria River,6
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,5
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Tennant Creek,-,10
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Alice Springs,-,10
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,3
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Katherine,-,5
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Anindilyakwa,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Barkly,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Elsey,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Gulf,4
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Humpty Doo,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Tiwi Islands,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Tennant Creek,-,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Alice Springs,-,9
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,20
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Katherine,-,7
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Alligator,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Anindilyakwa,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,East Arnhem,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Gulf,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Thamarrurr,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Weddell,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,5
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Tennant Creek,-,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Alice Springs,-,8
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,12
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Katherine,-,3
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Nhulunbuy,-,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Alligator,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Anindilyakwa,4
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Barkly,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,East Arnhem,4
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Gulf,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Howard Springs,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Petermann - Simpson,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Sandover - Plenty,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Tanami,3
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Thamarrurr,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Tiwi Islands,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,West Arnhem,7
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Yuendumu - Anmatjere,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Tennant Creek,-,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Alice Springs,-,8
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,13
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Katherine,-,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Daly,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,East Arnhem,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Gulf,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Petermann - Simpson,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Thamarrurr,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Tiwi Islands,2
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Victoria River,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Weddell,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,6
1/03/2020,2012,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Tennant Creek,-,1
1/03/2020,2012,9,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,1
1/03/2020,2012,9,Acts intended to cause injury,Other acts intended to cause injury,-,-,NT Balance,Daly,1
1/03/2020,2012,9,Acts intended to cause injury,Other acts intended to cause injury,-,-,NT Balance,Petermann - Simpson,1
1/03/2020,2012,9,Acts intended to cause injury,Other acts intended to cause injury,-,-,NT Balance,Tiwi Islands,2
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,-,28
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,49
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,-,5
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Alligator,2
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,3
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,10
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,1
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,1
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,4
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,3
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Virginia,1
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Weddell,1
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,West Arnhem,2
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,10
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,-,4
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,-,8
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,4
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins attempted,-,-,Katherine,-,1
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Petermann - Simpson,2
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Thamarrurr,1
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Victoria River,1
1/03/2020,2012,9,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,West Arnhem,1
1/03/2020,2012,9,Homicide and related Offences,Murder,-,-,Darwin,-,1
1/03/2020,2012,9,Homicide and related Offences,Murder,-,-,NT Balance,Thamarrurr,1
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,Alice Springs,-,58
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,Darwin,-,51
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,Katherine,-,4
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,Nhulunbuy,-,2
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Alligator,1
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,5
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,3
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,4
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Petermann - Simpson,2
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,2
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,1
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Virginia,1
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,NT Balance,Weddell,2
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,Palmerston,-,9
1/03/2020,2012,9,House break-ins,House break-ins actual,-,-,Tennant Creek,-,4
1/03/2020,2012,9,House break-ins,House break-ins attempted,-,-,Alice Springs,-,5
1/03/2020,2012,9,House break-ins,House break-ins attempted,-,-,Darwin,-,5
1/03/2020,2012,9,House break-ins,House break-ins attempted,-,-,Katherine,-,1
1/03/2020,2012,9,House break-ins,House break-ins attempted,-,-,NT Balance,Alligator,1
1/03/2020,2012,9,House break-ins,House break-ins attempted,-,-,NT Balance,West Arnhem,1
1/03/2020,2012,9,House break-ins,House break-ins attempted,-,-,Palmerston,-,2
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,-,25
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,35
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,-,7
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Nhulunbuy,-,3
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Elsey,1
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Gulf,4
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Sandover - Plenty,1
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tanami,1
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Thamarrurr,1
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Victoria River,1
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Virginia,2
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Weddell,1
1/03/2020,2012,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,9
1/03/2020,2012,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,-,16
1/03/2020,2012,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,44
1/03/2020,2012,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,-,4
1/03/2020,2012,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Alligator,2
1/03/2020,2012,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Gulf,1
1/03/2020,2012,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,2
1/03/2020,2012,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Virginia,2
